timestamp,name,text,intent
07:50:47,<mischat>,http://www.w3.org/2011/rdf-wg/wiki/TF-Graphs/RDF-Datasets-Proposal,
07:51:19,<FabGandon>,  ... they use the term named graph and it is a g-snap in our terminology because immutable  ,
07:51:50,<pchampin>,http://www.w3.org/TR/2009/WD-sparql11-update-20091022/#sec_graphStore,
07:52:37,<PatH>,+q,
07:53:47,<pchampin>,pchampin has joined #rdf-wg,
07:53:49,<FabGandon>,... are the graphs explicitly immutable ?,
07:53:51,<PatH>,sound quality is poor but usable,
07:54:26,<FabGandon>,cygri : the spec are not specific on this ; not really addressed,
07:54:57,<Guus>,q?,
07:55:17,<FabGandon>,ivan: IMO the dataset is a set of g-boxes,
07:55:38,<Guus>,"zakim, who is here?",
07:55:38,<Zakim>,"On the phone I see Meeting_Room, PatH, tomayac, OlivierCorby, AZ, gavinc",
07:55:52,<FabGandon>,cygri: the evaluation of a SPARQL query is defined against an immutable dataset  ,
07:56:00,<gavinc>,gavinc has joined #rdf-wg,
07:56:09,<davidwood>,q+ to discuss graph store relationships to g-boxes and g-snaps.,
07:56:34,<ivan>,q?,
07:56:39,<ivan>,ack PatH ,
07:56:42,<davidwood>,ack PatH,
07:56:47,<FabGandon>,PatH: we shouldn’t be agnostic we should say what the graph is e.g. we should say it is a g-box that has a name  ,
07:57:25,<FabGandon>,"cygri: SPARQL uses the term named graph, the IRI is the name for the graph in SPARQL",
07:57:59,<mischat>,PatH: there is no need to introduce confusion ,
07:57:59,<AZ>,We can certainly see a SPARQL dataset as a snapshot of the graph store (the graph store is mutable but the snapshot is fixed to define what's the result of a query),
07:58:47,<FabGandon>,  PatH: RDF should specify the semantic of names if there is to be an interpretation of that name,
07:59:14,<FabGandon>,... if we don't we leave the question open to endless discussions.,
07:59:53,<davidwood>,"+1 to PatH, in that if we define what we mean we won't have misunderstandings as we do with \""information resource\"" or \""what *is* RDF\"".",
08:00:41,<JFB>,"+1 to PatH: if there is some specifing meaning to names, it must be formalized in RDF Semantics",
08:00:42,<FabGandon>,PatH: we need to declare in a declarative text what the interpretation is for the IRI naming a graph.,
08:01:34,<FabGandon>,cygri: Can we use the name of doc as the name of graph.  ,
08:01:44,<FabGandon>,PatH: we can't prevent that,
08:03:10,<Zakim>,"davidwood, you wanted to discuss graph store relationships to g-boxes and g-snaps.",
08:03:57,<FabGandon>,davidwood: several graph stores are maintainers of g-boxes implemented as multiple reader single writer,
08:04:38,<FabGandon>,... when a query comes in they generate sets of g-snaps from the current state of the g-boxes.  ,
08:05:12,<FabGandon>,SteveH: yes that's what happens.,
08:05:30,<PatH>,we have yet to specify what a g-box is semantically. We will have to speak of states and g-snaps there.,
08:06:22,<PatH>,"in other words, this box/snap issue will have to be dealt with there in any case.",
08:06:31,<sandro>,"guus: When you do a SPARQL Query, you are querying at a point in time, so you are querying against the set of g-snaps which is the current contents of those g-boxes.",
08:06:32,<FabGandon>,Guus: at that point there is no conflict between our view and SPARQL,
08:06:40,<davidwood>,PatH: Yes,
08:06:56,<davidwood>,"Yes, there is no conflict.",
08:07:00,<FabGandon>,subtopic: relation between the graph and its name.,
08:07:40,<sandro>,"pchampin: I want to be able to use my own arbitrary data as the \""graph\"" name in SPARQL.",
08:08:00,<FabGandon>,pchampin: I feel uncomfortable with fixing the semantics of the relation name of graphs  and the store ; it depends on my use of the quadstore,
08:08:57,<FabGandon>,cygri: I don’t see this machinery as answering a large demand ; I don’t feel there is a huge demand on fixing that semantics,
08:09:27,<FabGandon>,... what do we gain from defining the interpretation of named graphs ?,
08:09:56,<pchampin>,"sometimes, I name a graph in my quad store with the URI of the g-box this graph comes from,",
08:10:08,<pchampin>,"sometimes, I name it with the URI of the resource it is about",
08:10:09,<FabGandon>,danbri: are you confortable with the level of interoperability that would set?,
08:10:36,<sandro>,+1 danbri we need more interop between datastores (there is breakage when people use different styles of URIs),
08:11:10,<pfps>,I don't know how the RDF semantics is going to speak to things like timestamping downloads of RDF documents.,
08:11:38,<FabGandon>,PatH: defining the semantics will not have so much implication on the implementation that seems to be feared. The idea is not to interfere with the machinery.,
08:11:42,<davidwood>,ack PatH,
08:11:46,<danbri>,"it's something like a lack of mechanism for saying how *my* sparql store is managed. One might use 'the URI I fetched = the graph URI', another uses a uuid: per-transaction, and a table-of-contents history graph. Sure I can send SPARQL queries across both at same time, but the results might be barely meaningful.",
08:13:10,<FabGandon>,sandro: the machinery will complain for instance if I use the URI of a graph to identify a person and these classes are disjoint.,
08:13:59,<danbri>,"PatH, the triples could have semantics, but their bundling and tagging with graph URIs could lack semantics",
08:14:03,<pchampin>,q+ to talk about named graphs in SPARQL endpoints,
08:14:10,<FabGandon>,SteveH: there are many use cases where we don't want to do some logical inference on top of RDF.,
08:14:53,<pchampin>,+1 danbri: I write no *triple* stating that a person is a graph :-),
08:15:01,<sandro>,Pat: It violates the semantics of the language to have the name of a graph also be the name of a person.,
08:15:15,<FabGandon>,cygri:   How does the fact of using a URI for a graph and a person raises a problem in SPARQL?,
08:15:20,<AZ>,"A name can name several things, like in OWL 2 DL, a name can name a class and a property",
08:15:38,<pgroth>,could we do both? a name and a tag?,
08:15:40,<AZ>,and classes are disjoint from properties in OWL 2 DL,
08:15:42,<FabGandon>,PatH: lets not call it the names then.,propose
08:16:43,<sandro>,+1 pat,affirm
08:16:51,<FabGandon>,pfps: RDF is agnostic as to the use of the same IRI to name a graph or a person.  ,explain
08:16:51,<ivan>,ack pchampin ,explain
08:16:51,<Zakim>,"pchampin, you wanted to talk about named graphs in SPARQL endpoints",other
08:18:07,<sandro>,+100000 the world here would be MUCH CLEARER if SPARQL forced you to only use graph IDs that you own!!,
08:18:24,<cygri>,sandro -100000,
08:18:56,<pfps>,"sandro - so you think that you shouldn't use \""anyone else's\""  IRIs in a named graph?",ask
08:19:03,<cygri>,q+ to disagree with sandro -- web crawling use case,deny
08:19:34,<FabGandon>,sandro: I wish SPARQL restricted you to use only URIs that you own i.e. use graphs in a domain you control,
08:20:01,<danbri>,"sandro, that feels to me like having the SQL spec specify that you can only store things that are true",
08:20:09,<pchampin>,I sure was not suggesting to restrict SPARQL... :-/,
08:21:17,<FabGandon>,sandro: it may be more efficient but you create interoperability problems.,
08:21:34,<sandro>,Utility is at odds with Interoperability.,
08:21:37,<PatH>,hard to hear..,
08:21:44,<sandro>,Local utility vs Global utility.,
08:21:53,<yvesr>,another use case is ACL on quad stores,
08:22:15,<FabGandon>,pchampin: not suggesting restricting what SPARQL allows to do ; just advocating flexibility.,
08:22:41,<cygri>,q+ to talk about n3,
08:22:44,<FabGandon>,pgroth: I wonder if we don't need a typing mechanism.,
08:22:44,<sandro>,"pgroth: There's \""naming graph\"" and there's graph tags.",
08:22:55,<Zakim>,"cygri, you wanted to talk about n3",
08:23:39,<FabGandon>,cygri: if you want a graph associated with a URI in N3 you need to put a predicate in-between.,
08:24:09,<danbri>,is this OK SPARQL? http://pastebin.com/raw.php?i=TaJVsste,
08:24:19,<FabGandon>,"... there is something in the middle that indicates the relation, don't restrict that because in SPARQL it is not restricted.",
08:25:19,<yvesr>,"danbri, i guess it would - why wouldn't it?",
08:25:42,<FabGandon>,pfps: in RDF everything is a resources: a graph must be an resource or not ; how can we disconnect graph from that if we name them with IRI?,
08:26:01,<danbri>,q+ to try http://pastebin.com/raw.php?i=TaJVsste ,
08:26:52,<FabGandon>,Guus: we need to identify the things we do agree on.,
08:26:55,<Zakim>,"danbri, you wanted to try http://pastebin.com/raw.php?i=TaJVsste",
08:27:14,<PatH>,"sounds like a sparql RDF dataset is not a collection of named graphs. Which surprises me, but I can live with.",
08:27:20,<FabGandon>,danbri: I want to talk about this test case  http://pastebin.com/raw.php?i=TaJVsste,
08:28:14,<FabGandon>,...   this is a SPARQL query querying different databases.,
08:28:36,<FabGandon>,... can we name graphs with mailto:bla@bla.bla,
08:28:38,<PatH>,but see what pat just wrote.,
08:29:08,<FabGandon>,yes we can,affirm
08:29:37,<FabGandon>,davidwood: some people say we should always use http://,explain
08:29:55,<FabGandon>,danbri: there is a drift from using http:// URIs,explain
08:30:07,<FabGandon>,SteveH: I don't see anything wrong with that.,affirm
08:30:25,<sandro>,"sandro: This is just neats vs scruffies --- the graph might be a (scruffy) tag, or might be a name of a proper RDF graph.",
08:30:29,<FabGandon>,danbri: what about the provenance perspective?,
08:31:10,<pfps>,the upshot of this is that the RDF WG may need a new name for what we have been calling named graphs,
08:31:27,<FabGandon>,pgroth: we care about pointing at a resource or at a graph talking about a resource.,
08:31:37,<FabGandon>,... we need to be able to point at the content.,
08:32:04,<PatH>,"pfps, suggest rather we keep named graphs but allow datasets to be something else.",
08:32:30,<danbri>,so my example lets me represent the (likely derrived from other stuff) info that Pat says Guus is the name of the holder of his homepage,
08:32:52,<pfps>,"then we need to quickly get SPARQL not to \""use up\"" this name - oops too late, named graphs is already in SPARQL 1.0",
08:33:40,<pgroth>,i like the idea of a default interpretation,
08:33:47,<FabGandon>,pchampin: graphs are resources they need naming and not necessarily a named attached to a SPARQL endpoint.,
08:33:51,<pgroth>,that the iri is the name of the graph,
08:34:10 <SteveH> q+ to talk about,<uri>,:relation <graph>,
08:34:33,<FabGandon>,pfps: do RDF graphs have to be resources ?,
08:34:55,<danbri>,http://www.w3.org/TR/rdf-mt/#gloss ''Resource (n.)(as used in RDF)(i) An entity; anything in the universe. (ii) As a class name: the class of everything; the most inclusive category possible.'',
08:35:09,<PatH>,aaaargh. what are 'levels'????,
08:35:16,<FabGandon>,cygri: graphs are in the abstract syntax; resources are in the model theory,
08:36:18,<FabGandon>,pchampin: graphs must be resources,
08:36:23,<sandro>,pfps: We have A and Not-A   (where A=Graphs are Resources),
08:37:20,<sandro>,pat: Of COURSE graphs are resources.   The model theory clearly says everything is a resource.,
08:37:26,<JFB>,"+1 everything is a resource, if I am, why wouldn't a graph be ?",
08:37:28,<FabGandon>,PatH: there are no such notions of levels ; thats not the pb.,
08:37:50,<pchampin>,1,
08:37:54,<sandro>,pat: We could say that SPARQL Datasets are about tagged graphs NOT naming.,
08:37:55,<SteveH>,1,
08:37:57,<sandro>,+1 pat,
08:37:59,<mischat>,1,
08:38:00,<danbri>,1,
08:38:12,<yvesr>,1,
08:38:24,<danbri>,q+ to suggest [eventual] best practice note on how *in practice* people are associating URIs with bundles-of-triples,
08:38:34,<FabGandon>,... if we say we tag graphs and not we name then we can stop arguing ,
08:39:02,<AZ>,"But then, how one talks about a graph in triples?",
08:39:29,<FabGandon>,davidwood: I need a clarification on the difference between the name and a tag.,
08:39:30,<ivan>,ack SteveH ,
"08:39:30 <Zakim> SteveH, you wanted to talk about",<uri>,:relation <graph>,
08:40:14,<FabGandon>,"PatH: the difference is in the relation, tag is neutral.",
08:40:16,<danbri>,'bundles',
08:40:30,<pgroth>,why can't we have a default interpretation ?,
08:40:48,<sandro>,"possible consensus: SPARQL \""named graphs\"" are not \""named\"" in the logical sense.",
08:40:58,<cygri>,+1 ivan,
08:40:59,<danbri>,"pgroth, because there are multiple equally respectable default db management habits",
08:41:27,<gavinc>,FROM NAMED,
08:42:01,<sandro>,:'('',
08:42:20,<FabGandon>,"ivan: we don't have much choice, the term \""named graph\"" is already used in the whole SPARQL community.",
08:42:40,<pgroth>,"danbri, but default doesn't mean you have to",
08:43:14,<sandro>,sandro: Can we at least tell people this is a misleading name?,
08:43:19,<SteveH>,1,
08:43:56,<PatH>,potentially misleading,
08:44:02,<danbri>,"From a SPARQL perspective, it is legitimate to (a) tag graph-bundles with URI the triples were dereferenced from (b) to tag graph-bundles with URI for the party who made the claim (c) or a trasaction ID, eg. uuid:",
08:44:13,<sandro>,"More Consensus: SPARQL \""named graphs\"" are not necessarily \""named\"" in the logical sense, or RDF graphs.",
08:44:49,<Zakim>,"danbri, you wanted to suggest [eventual] best practice note on how *in practice* people are associating URIs with bundles-of-triples",
08:45:52,<yvesr>,1,
08:45:57,<sandro>,+1 danbri: document the common practices for using sparql graphs names.,
08:45:58,<PatH>,I dont want to start policing sparql usage.,
08:46:09,<FabGandon>,... I have three in mind but may be we should have a wiki page to collect them,
08:46:12,<davidwood>,"No, we certainly don't",
08:46:13,<danbri>,"path --- absolutely not policing, but documenting",
08:46:17,<yvesr>,"PatH, not policing, surevying what's actually happening",
08:46:18,<PatH>,just keep terminology clean,
08:46:22,<PatH>,OK,
08:46:27,<danbri>, -- so we can send SPARQL queries that use GRAPH to services managed in a certain fashion,
08:46:51,<FabGandon>,pchampin: NQuads is used to dump a full store,
08:46:55,<danbri>,eg. see http://pastebin.com/TaJVsste ... maybe you have a DB I could usefully send that query to; but maybe Ivan's SPARQL db is managed with a different GRAPH/URI policy,
08:47:02,<danbri>,...so naming those deployment patterns,
08:47:02,<mischat>,i do think that best practices for linked data re: graphs and named graphs,
08:47:03,<Zakim>,"davidwood, you wanted to as about naming of RDF",
08:47:05,<FabGandon>,ivan: NQuad is juts syntax,
08:47:06,<Zakim>,"pchampin, you wanted to raise some concern about the semantics of NQuads, then",
08:47:20,<danbri>,FDR!,
08:47:39,<FabGandon>, davidwood: concerned about redefining everything.,
08:48:09,<FabGandon>,sandro: SPARQL named graphs has little to do with named g-boxes.,
08:48:13,<ivan>,ack mischat ,
08:48:13,<Zakim>,"mischat, you wanted to ask about the difference in FROM NAMED and the GRAPH URI",
08:48:23,<FabGandon>, Guss: SPARQL is agnostic about.,
08:49:04,<FabGandon>,mischat: It is nice that SPARQL doesn’t force you to use the URL of the doc for the named graph.,
08:49:23,<sandro>," steve: FROM NAMED pulls a graph from some undefined place and puts it in the set of named graphs, but... [lost]",
08:50:05,<FabGandon>,SteveH: the exact behavior of the default graph changes from store to store.,
08:50:25,<cygri>,+1 mischat,
08:50:32,<yvesr>,1,
08:50:42,<danbri>,yup,
08:50:59,<FabGandon>,mischat: the best practices could be in a note and not in rec.,
08:51:54,<FabGandon>,davidwood: we don't want to get in the way of LOD,
08:51:57,<raphael>,raphael has joined #rdf-wg,
08:53:06,<FabGandon>,ivan: too early to phrase it as a resolution ?,
08:53:11,<sandro>,"PROPOSED: Close ISSUE-30 saying that SPARQL Datasets and Named Graphs have no strict or formal connection to a logic of RDF \""naming\"" of Graphs.",
08:53:29,<pfps>,PROPOSED the upcoming notion of multiple graphs is not necessarily the same as named graphs in SPARQL,
08:53:49,<danbri>,perhaps  - SPARQL quads are not the kinds of thing that can be interpreted as True vs False; RDF WG quads might or might not add more...,
08:54:11,<PatH>,"suggest that the key point is that just because sparql uses a uri to, um, identify a graph, it does not mean that the uri can be used to refer to the graph  in an rdf triple.",
08:54:52,<FabGandon>,ivan: we currently have no formal connection between the name and the graph in RDF,
08:54:53,<danbri>,"ie. we can ask if the triple \""uri-for-guus :homepage http://www.cs.vu.nl/~guus/\"" is true or not; but we can't yet ask if the quad  \""{uri-for-graph} uri-for-guus :homepage http://www.cs.vu.nl/~guus/\"" is true or false",
08:55:32,<AZ>,PatH +1,
08:55:42,<danbri>,"(path, +1 to what?)",
08:55:53,<FabGandon>,Guus: who agrees with PatH ?,
08:56:13,<AZ>,1,
08:56:26,<FabGandon>,  PatH: you can use the URI but there is no guaranty that it refers to the graph.  ,
08:56:27,<sandro>,"sandro: Pat means \""refer\"" in a model theory sense, not a computer science sense.",
08:57:05,<gavinc>,So what does: SELECT ?s WHERE {GRAPH ?s { ?s ?p ?o }} end up meaning in this case?,
08:57:17,<FabGandon>,yvesr: we don't know what a multiple graph is and therefore can we talk about it in a resolution?,
08:57:56,<zwu2>,zwu2 has joined #rdf-wg,
08:58:25,<FabGandon>,ivan: when we have clarified notions then we can come back to that question.,
08:58:28,<yvesr>,we can't resolve an issue where half of the question is still undefined,
08:58:56,<PatH>,i like 'thruth',
08:59:07,<FabGandon>,... the issue should be postponed.,
08:59:11,<danbri>,quadly thruthyness ,
08:59:22,<ivan>,"rrsagent, pointer?",
08:59:22,<RRSAgent>,See http://www.w3.org/2011/04/14-rdf-wg-irc#T08-59-22,
08:59:22,<PatH>,:-),
08:59:32,<FabGandon>,Guus: we can close that issue and open and more precise one.,
08:59:37,<JFB>,"+1 for semantics of a predicate that would capture SPARQL's behaviour, but we're not ready yet for that",
08:59:54,<yvesr>,issue-30 might be dependent on issue-15,
09:00:36,<FabGandon>,pchampin: this question is linked to issue 15 http://www.w3.org/2011/rdf-wg/track/issues/15,
09:00:44,<sandro>,issue-15?,
09:00:44,<trackbot>,ISSUE-15 -- What is the relationship between the IRI and the triples in a dataset/quad-syntax/etc -- open,
09:00:44,<trackbot>,http://www.w3.org/2011/rdf-wg/track/issues/15,
09:00:45,<mischat>,"again, you could have a best practices document stating how you can use named graphs in a quad store in a truthy way, but neither rdf nor sparql mandates this, but it would be a good thing for quad store/linked data interoperability -- would be a good note for a primer ",
09:02:00,<FabGandon>,Guus: 30 is about alignment with SPARQL and 15 is about our internal changes to RDF.,
09:02:31,<FabGandon>,... in solving issue 15 we should not conflict with SPARQL. ,
09:02:37,<PatH>,"yes, fine",
09:02:53,<PatH>,"yes, ",
09:03:14,<PatH>,sorry cant unmute but agree with what you are saying,
09:03:26,<FabGandon>,Guus: we should remove dataset from issue 15 this is addressed in issue 30,
09:03:47,<sandro>,"PROPOSED: ISSUE-15 is about our internal notions of multiple graphs, while ISSUE-30 is about how that related to SPARQL's notion.  We do not expect the association of IRIs and graphs in SPARQL datasets to be RDF's identification/reference relationship.",
09:04:03,<FabGandon>,"davidwood: etc. is not precise enough , issue 15 should be rephrased properly",
09:04:48,<danbri>,"proposed: \""While it is attractive to seek more clarity on relationship between some graph of triples and URIs they're tagged with, ... we note that SPARQL deployments have assigned URIs in a variety of ways, each of which being useful and compliant. There may be value in documenting these deployment styles (e.g. URIs for docs, abstract graphs, human sources or transaction IDs) so that SPARQL stores and serializations of URI-tagged triples can b",
09:08:14,<sandro>,PROPOSED: Named Graphs in SPARQL associate IRIs and graphs *but* they do not “name” graphs in the strict model-theoretic sense. A SPARQL Dataset does not necessarily establish graphs as referents of IRIs,
09:08:35,<AZ>,I would not put the necessarily there,
09:08:51,<mischat>,"SteveH: sparql uses the verb \""graph\"" to talk about arbitrary graphs and the \""named graphs\"" for graphs which which can be fetched via http, or is that just my pov?",
09:09:03,<sandro>,"PROPOSED: Named Graphs in SPARQL associate IRIs and graphs *but* they do not necessarily \""name\"" graphs in the strict model-theoretic sense. A SPARQL Dataset does not establish graphs as referents of IRIs",
09:09:10,<sandro>,1,
09:09:14,<pfps>,1,
09:09:15,<cygri>,+1 sandro,
09:09:16,<AZ>,1,
09:09:16,<mbrunati>,1,
09:09:20,<pchampin>,1,
09:09:23,<davidwood>,1,
09:09:24,<cmatheus>,1,
09:09:26,<yvesr>,1,
09:09:27,<danbri>,1,
09:09:32,<zwu2>,0,
09:09:33,<NickH>,1,
09:09:38,<SteveH>,1,
09:09:51,<mischat>,1,
09:10:04,<mischat>,any objections for this being added as a note to issue-30 ?,
09:10:04,<FabGandon>, ISSUE-30: Proposed WG position : Named Graphs in SPARQL associate IRIs and graphs *but* they do not necessarily “name” graphs in the strict model-theoretic sense. A SPARQL Dataset does not establish graphs as referents of IRIs.,
09:10:04,<trackbot>,ISSUE-30 How does SPARQL's notion of RDF dataset relate our notion of multiple graphs? notes added,
09:10:07,<sandro>,"RESOLVED: Named Graphs in SPARQL associate IRIs and graphs *but* they do not necessarily \""name\"" graphs in the strict model-theoretic sense. A SPARQL Dataset does not establish graphs as referents of IRIs (relevant to ISSUE-30)",
09:10:31,<cygri>,ISSUE-15?,
09:10:31,<FabGandon>,subtopic: link between the name and the triples of the graph.,
09:10:31,<trackbot>,ISSUE-15 -- What is the relationship between the IRI and the triples in a dataset/quad-syntax/etc -- open,
09:10:31,<trackbot>,http://www.w3.org/2011/rdf-wg/track/issues/15,
09:10:56,<PatH>,+1 also my vote,
09:11:11,<FabGandon>,davidwood: moving to ISSUE 15 ; let's try to rephrase it.,propose
09:11:41,<AZ>,"AZ: isn't it implicitly asking \""how\"" one can associate a URI to a g-* ?",
09:12:00,<PatH>,"propose, uri always refers to g-box, but some boxes are immutable.",
09:12:12,<pgroth>,agree with pat,
09:12:16,<FabGandon>,"sandro: g-boxes, g-snap, g-text could be named",
09:12:48,<PatH>,because a snap is always a state (of a box) rather than a resource in its own right.,
09:12:48,<FabGandon>,ivan: can we have a predicate to say this IRI identifies this g-box ?,
09:13:15,<pgroth>,although i need to refer to a g-snap,
09:13:51,<pchampin>,PatH: can't a number have a URI ??,
09:14:06,<FabGandon>,pgroth: would that prevent you to refer to a particular state of a box ?,
09:14:22,<PatH>,dont think it can be done just using a predicate unless we endow that predicate with spoecial semantic force.,
09:14:37,<danbri>,"(around foaf/webid/foaf+ssl and so on, we'll start seeing people identifying concrete sets of well known triples by hash of their encoding, eg. the triples W3C served for the RDF ns for the last 5 years)",
09:15:00,<FabGandon>,ivan: the snap vs. box is exactly about mutability,
09:15:03 <pchampin> PatH??:,<someuri>,owl:sameas 42,
09:15:57,<PatH>,"sure, that is ok, but states are transient.",
09:16:28,<FabGandon>,davidwood: if a g-box is a resource than we can talk about it.,
09:16:49,<sandro>,q+ to say the difference,
09:16:59,<FabGandon>,pgroth: so what is a snap then if not an immutable box ?,
09:17:29,<FabGandon>,sandro: another difference is equality.,
09:17:45,<gavinc>,The NAME is not part of the g-snap,
09:17:54,<danbri>,"sandro, does that work ok w/ bnodes? do we have samegraphness defined adequately for graphs w/ bnodes?",
09:18:14,<FabGandon>,davidwood: two g-snaps may have the same content and still be different snaps.,
09:18:27,<FabGandon>,... we haven't decided on that yet.,
09:18:50,<sandro>,"danbri, yes, but you also have to allow bnodes to be shared between graphs.",
09:18:51,<FabGandon>,... it depends on how we resolve issue 15,
09:18:53,<SteveH>,q+ to ask Sandro about why two g-boxes can't be equal [unless I got the wrong end of the stick],
09:19:16,<gavinc>,... I don't think g-snaps had names?,
09:19:42,<PatH>,"stephen, two anythings cannot be equal. ",
09:19:54,<davidwood>,ack sandro,
09:19:54,<Zakim>,"sandro, you wanted to say the difference",
09:19:55,<sandro>,ack sandro,
09:19:57,<ivan>,ack sandro ,
09:19:58,<davidwood>,ack PatH,
